ACCDDATE,ACCDYEAR,ACCDNMBR,ACCDTIME,DAYNMBR,Weekend,Fishnet_ID
11/14/2010,2010,101109434,733,SUN,1,1146
7/3/2014,2014,140701710,500,THU,0,1146
10/2/2011,2011,111002307,2325,SUN,1,1146
11/9/2012,2012,121102956,215,FRI,0,1146
4/30/2014,2014,140407806,55,WED,0,1146
2/11/2011,2011,110202541,120,FRI,0,1146
12/12/2013,2013,131203785,2339,THU,0,1146
8/13/2011,2011,110803903,2320,SAT,1,1146
6/7/2013,2013,130601595,140,FRI,0,1146
5/22/2013,2013,130506327,1744,WED,0,1146
3/13/2011,2011,110303592,19,SUN,1,1146
2/11/2011,2011,110203378,2045,FRI,1,1146
11/26/2014,2014,141112649,2300,WED,0,1146
8/2/2011,2011,110800206,2205,TUE,0,1146
2/16/2014,2014,140211633,1931,SUN,1,1147
2/23/2013,2013,130207709,150,SAT,1,1147
6/15/2010,2010,100605784,1834,TUE,0,1147
3/23/2014,2014,140305444,240,SUN,1,1147
2/13/2012,2012,120202959,237,MON,1,1147
8/16/2010,2010,100807451,2108,MON,0,1147
8/10/2014,2014,140802139,2056,SUN,1,1147
10/3/2013,2013,131000818,110,THU,0,1147
6/10/2012,2012,120602026,300,SUN,1,1147
1/20/2014,2014,140106341,1708,MON,0,1147
11/5/2010,2010,101105372,2328,FRI,1,1147
7/19/2011,2011,110705673,1910,TUE,0,1148
6/8/2010,2010,100604202,1528,TUE,0,1148
3/8/2011,2011,110302095,2058,TUE,0,1148
1/31/2011,2011,110108647,2120,MON,0,1148
12/2/2011,2011,111202388,236,FRI,0,1148
12/10/2011,2011,111204047,1652,SAT,1,1148
11/12/2013,2013,131106152,2206,TUE,0,1148
2/25/2012,2012,120205963,2131,SAT,1,1148
8/15/2013,2013,130804538,2127,THU,0,1148
4/24/2011,2011,110404854,224,SUN,1,1148
7/27/2014,2014,140706110,102,SUN,1,1148
1/30/2012,2012,120108615,1010,MON,0,1148
12/26/2011,2011,111206577,151,MON,1,1149
8/6/2011,2011,110802314,355,SAT,1,1149
2/13/2010,2010,100206616,1625,SAT,1,1149
9/17/2011,2011,110905056,145,SAT,1,1149
3/3/2012,2012,120307566,1808,SAT,1,1150
8/4/2011,2011,110807403,2155,THU,0,1150
12/26/2014,2014,141209585,2045,FRI,1,1150
11/28/2013,2013,131110379,324,THU,0,1150
6/6/2012,2012,120605273,2222,WED,0,1151
3/12/2010,2010,100305921,2350,FRI,1,1151
7/20/2010,2010,100708097,2105,TUE,0,1151
3/18/2012,2012,120308340,245,SUN,1,1151
11/8/2012,2012,121111779,520,THU,0,1151
10/30/2010,2010,101011062,1716,SAT,1,1151
6/2/2014,2014,140600509,1544,MON,0,1151
2/26/2011,2011,110210501,0,SAT,1,1151
3/3/2012,2012,120307999,125,SAT,1,1151
11/1/2012,2012,121110528,305,THU,0,1151
8/22/2011,2011,110808819,2250,MON,0,1151
12/11/2014,2014,141203156,1556,THU,0,1151
9/17/2010,2010,100909787,2135,FRI,1,1151
10/8/2014,2014,141001991,2047,WED,0,1151
6/20/2010,2010,100608262,726,SUN,1,1152
5/17/2011,2011,110508065,2059,TUE,0,1152
1/13/2013,2013,130109952,222,SUN,1,1152
12/18/2014,2014,141206109,2252,THU,0,1152
11/20/2011,2011,111112633,1734,SUN,1,1152
5/26/2011,2011,110508512,605,THU,0,1152
9/5/2011,2011,110907747,215,MON,1,1152
4/27/2011,2011,110408336,1911,WED,0,1152
2/9/2013,2013,130212094,203,SAT,1,1152
10/2/2011,2011,111009535,1648,SUN,1,1152
12/19/2012,2012,121211562,230,WED,0,1152
2/10/2014,2014,140202771,2030,MON,0,1152
5/14/2012,2012,120508322,243,MON,1,1152
12/31/2011,2011,111212092,400,SAT,1,1152
11/16/2012,2012,121112194,1820,FRI,1,1152
12/24/2012,2012,121206423,1136,MON,0,1152
4/10/2010,2010,100402918,2307,SAT,1,1152
9/27/2014,2014,140907551,26,SAT,1,1152
11/1/2014,2014,141100247,236,SAT,1,1152
6/27/2012,2012,120606844,1813,WED,0,1152
9/11/2013,2013,130901563,3,WED,0,1152
10/18/2012,2012,121004751,2236,THU,0,1152
2/19/2010,2010,100208062,544,FRI,0,1152
12/22/2014,2014,141207813,1759,MON,0,1152
12/30/2013,2013,131211403,1859,MON,0,1152
11/24/2011,2011,111110028,210,THU,0,1152
11/4/2014,2014,141100819,56,TUE,0,1153
3/28/2012,2012,120308423,1841,WED,0,1153
10/11/2012,2012,121010067,2349,THU,0,1153
12/19/2012,2012,121211564,1813,WED,0,1153
4/12/2010,2010,100404105,1941,MON,0,1153
6/7/2013,2013,130610058,2239,FRI,1,1153
10/1/2012,2012,121010061,742,MON,0,1153
1/1/2014,2014,140100397,319,WED,0,1153
11/29/2014,2014,141112407,43,SAT,1,1153
4/2/2010,2010,100404101,300,FRI,0,1153
4/22/2014,2014,140404943,2047,TUE,0,1153
4/10/2014,2014,140401798,216,THU,0,1153
5/20/2012,2012,120509543,1617,SUN,1,1153
12/19/2011,2011,111211224,1604,MON,0,1153
5/6/2012,2012,120508704,2036,SUN,1,1153
2/20/2011,2011,110210880,247,SUN,1,1153
12/31/2014,2014,141210146,2033,WED,0,1154
2/24/2013,2013,130209581,121,SUN,1,1154
9/28/2014,2014,140909355,315,SUN,1,1154
2/25/2012,2012,120205216,2235,SAT,1,1154
6/22/2013,2013,130607646,315,SAT,1,1154
4/21/2012,2012,120407843,130,SAT,1,1154
3/2/2013,2013,130301284,0,SAT,1,1158
7/12/2013,2013,130704166,1145,FRI,0,1160
7/8/2010,2010,100706344,1901,THU,0,1161
11/6/2014,2014,141101740,1930,THU,0,1161
1/1/2013,2013,130102066,25,TUE,0,1161
1/30/2010,2010,100109605,215,SAT,1,1161
1/30/2010,2010,100109472,254,SAT,1,1161
7/14/2012,2012,120702230,200,SAT,1,1162
10/30/2011,2011,111011365,322,SUN,1,1162
10/30/2011,2011,111011366,322,SUN,1,1162
3/28/2014,2014,140308480,1638,FRI,0,1164
4/6/2010,2010,100408444,2345,TUE,0,1166
7/16/2011,2011,110710156,1740,SAT,1,1167
5/3/2012,2012,120500368,2230,THU,0,1171
5/31/2010,2010,100505698,307,MON,1,1172
1/10/2010,2010,100102191,1815,SUN,1,1173
1/7/2011,2011,110101277,1825,FRI,1,1173
1/20/2012,2012,120104599,256,FRI,0,1173
7/24/2010,2010,100704713,155,SAT,1,1173
2/6/2011,2011,110201798,2205,SUN,1,1175
11/16/2010,2010,101103476,1930,TUE,0,1175
10/17/2010,2010,101002832,100,SUN,1,1175
6/3/2013,2013,130600505,1911,MON,0,1176
7/23/2014,2014,140705489,1944,WED,0,1176
3/21/2010,2010,100303435,2000,SUN,1,1176
6/2/2012,2012,120600735,2200,SAT,1,1177
7/24/2014,2014,140706317,1759,THU,0,1178
5/5/2011,2011,110500480,1923,THU,0,1178
8/2/2014,2014,140802908,1530,SAT,1,1178
3/2/2014,2014,140300286,0,SUN,1,1178
8/2/2014,2014,140802907,1531,SAT,1,1178
2/27/2012,2012,120206593,1951,MON,0,1178
11/2/2013,2013,131103678,1932,SAT,1,1179
10/31/2014,2014,141010104,2240,FRI,1,1179
9/1/2013,2013,130900247,2058,SUN,1,1179
5/9/2010,2010,100501231,230,SUN,1,1179
11/14/2013,2013,131104352,2115,THU,0,1179
10/5/2014,2014,141000928,1845,SUN,1,1179
4/12/2011,2011,110402718,730,TUE,0,1179
2/7/2010,2010,100202784,230,SUN,1,1179
11/25/2011,2011,111108217,2115,FRI,1,1180
3/11/2010,2010,100301176,1750,THU,0,1180
7/2/2010,2010,100700892,23,FRI,0,1181
10/9/2013,2013,131002467,1803,WED,0,1181
8/16/2013,2013,130803213,1545,FRI,0,1181
9/14/2013,2013,130904484,2025,SAT,1,1182
4/21/2011,2011,110404619,52,THU,0,1182
2/11/2011,2011,110205895,34,FRI,0,1182
4/10/2011,2011,110407320,448,SUN,1,1183
4/28/2012,2012,120407122,410,SAT,1,1183
9/28/2010,2010,100905056,1920,TUE,0,1183
9/2/2012,2012,120905653,1902,SUN,1,1183
12/7/2013,2013,131201635,1917,SAT,1,1183
7/19/2014,2014,140704422,1620,SAT,1,1183
1/21/2012,2012,120106663,1845,SAT,1,1183
5/15/2011,2011,110504160,1529,SUN,1,1184
7/21/2014,2014,140706745,606,MON,0,1184
9/25/2012,2012,120908533,231,TUE,0,1185
2/28/2012,2012,120207300,2154,TUE,0,1186
8/4/2012,2012,120807557,426,SAT,1,1187
10/6/2014,2014,141003198,1,MON,1,1187
2/20/2011,2011,110206041,221,SUN,1,1187
1/21/2011,2011,110105373,1747,FRI,0,1187
6/9/2013,2013,130603104,259,SUN,1,1188
4/21/2011,2011,110404622,150,THU,0,1189
10/29/2011,2011,111009827,1940,SAT,1,1189
1/9/2010,2010,100101576,1742,SAT,1,1192
4/11/2011,2011,110401130,321,MON,1,1193
1/22/2012,2012,120106813,308,SUN,1,1193
11/14/2010,2010,101110643,1547,SUN,1,1193
9/13/2014,2014,140905091,430,SAT,1,1193
8/2/2013,2013,130801009,2200,FRI,1,1193
12/10/2014,2014,141203200,2134,WED,0,1193
5/15/2011,2011,110504251,204,SUN,1,1193
7/15/2013,2013,130704131,2127,MON,0,1193
7/18/2010,2010,100702453,236,SUN,1,1193
8/3/2013,2013,130801012,1845,SAT,1,1193
10/25/2014,2014,141007512,2125,SAT,1,1194
9/13/2013,2013,130903120,2145,FRI,1,1194
8/1/2010,2010,100806345,337,SUN,1,1194
4/7/2012,2012,120405613,234,SAT,1,1194
1/13/2010,2010,100106508,1639,WED,0,1194
3/4/2012,2012,120307732,0,SUN,1,1194
7/28/2013,2013,130706732,227,SUN,1,1194
5/9/2010,2010,100501261,550,SUN,1,1194
1/1/2013,2013,130100089,755,TUE,0,1194
1/21/2010,2010,100103615,234,THU,0,1194
9/11/2011,2011,110901573,1944,SUN,1,1194
1/27/2011,2011,110106666,1106,THU,0,1194
10/19/2013,2013,131010831,2037,SAT,1,1194
8/24/2013,2013,130805811,30,SAT,1,1194
11/4/2011,2011,111102894,2346,FRI,1,1194
5/25/2014,2014,140505404,231,SUN,1,1195
4/24/2012,2012,120406003,1655,TUE,0,1195
7/4/2014,2014,140700973,2255,FRI,1,1195
4/27/2014,2014,140406257,124,SUN,1,1195
10/23/2011,2011,111008183,255,SUN,1,1195
12/6/2013,2013,131207580,0,FRI,0,1195
2/19/2011,2011,110206210,127,SAT,1,1195
5/28/2010,2010,100505189,2015,FRI,1,1195
10/17/2010,2010,101008890,315,SUN,1,1196
12/17/2011,2011,111206717,257,SAT,1,1196
9/25/2013,2013,130909302,1852,WED,0,1196
11/13/2014,2014,141105560,2055,THU,0,1196
7/9/2010,2010,100700972,948,FRI,0,1196
9/25/2013,2013,130905769,2051,WED,0,1197
10/26/2014,2014,141008890,1600,SUN,1,1197
2/19/2011,2011,110206211,210,SAT,1,1197
6/4/2011,2011,110600454,116,SAT,1,1199
6/10/2010,2010,100601425,827,THU,0,1199
5/31/2014,2014,140507404,2135,SAT,1,1199
8/13/2011,2011,110802938,28,SAT,1,1199
8/13/2011,2011,110802937,27,SAT,1,1199
1/11/2014,2014,140105281,100,SAT,1,1200
7/21/2013,2013,130704853,48,SUN,1,1201
8/21/2010,2010,100808838,10,SAT,1,1202
11/27/2010,2010,101112091,315,SAT,1,1202
10/26/2010,2010,101009779,1534,TUE,0,1202
6/12/2014,2014,140603212,1954,THU,0,1202
6/17/2013,2013,130605998,2245,MON,0,1202
1/8/2012,2012,120101008,157,SUN,1,1202
7/8/2013,2013,130702285,1330,MON,0,1202
3/1/2014,2014,140300437,13,SAT,1,1202
4/7/2013,2013,130400955,1728,SUN,1,1202
5/8/2012,2012,120502095,2200,TUE,0,1202
3/25/2012,2012,120304769,106,SUN,1,1202
5/14/2011,2011,110502293,2119,SAT,1,1202
11/18/2014,2014,141107645,1527,TUE,0,1203
3/28/2014,2014,140307539,2217,FRI,1,1203
2/4/2011,2011,110201113,2128,FRI,1,1203
11/27/2014,2014,141112645,230,THU,0,1203
3/17/2013,2013,130305103,1552,SUN,1,1203
5/8/2014,2014,140502556,1827,THU,0,1203
10/21/2013,2013,131005482,2050,MON,0,1203
9/10/2010,2010,100906642,210,FRI,0,1203
1/18/2013,2013,130103684,151,FRI,0,1203
1/25/2010,2010,100108688,50,MON,1,1203
11/6/2011,2011,111101260,1910,SUN,1,1204
1/4/2011,2011,110108005,234,TUE,0,1204
5/14/2014,2014,140503760,1530,WED,0,1204
12/15/2013,2013,131215091,2219,SUN,1,1204
1/24/2014,2014,140111755,2234,FRI,1,1204
6/1/2013,2013,130600313,1705,SAT,1,1204
7/1/2010,2010,100708139,2328,THU,0,1204
12/13/2014,2014,141204549,853,SAT,1,1204
5/27/2013,2013,130506109,1727,MON,0,1204
12/21/2010,2010,101209229,2122,TUE,0,1204
11/19/2011,2011,111106210,1857,SAT,1,1204
1/1/2010,2010,100105460,310,FRI,0,1204
5/22/2010,2010,100508403,1829,SAT,1,1204
6/28/2010,2010,100608629,1910,MON,0,1204
8/15/2012,2012,120803220,1830,WED,0,1204
9/19/2011,2011,110904757,2312,MON,0,1204
6/12/2010,2010,100605858,2121,SAT,1,1204
4/20/2010,2010,100405928,227,TUE,0,1204
12/5/2010,2010,101211190,16,SUN,1,1204
10/6/2012,2012,121004245,313,SAT,1,1204
11/8/2014,2014,141109741,2200,SAT,1,1204
12/3/2010,2010,101210960,1521,FRI,0,1204
6/18/2010,2010,100608476,510,FRI,0,1204
9/19/2012,2012,120904270,2236,WED,0,1204
12/26/2013,2013,131213122,201,THU,0,1204
3/5/2010,2010,100305543,2100,FRI,1,1204
3/6/2010,2010,100303707,247,SAT,1,1204
5/5/2011,2011,110501088,2204,THU,0,1204
7/17/2013,2013,130704173,1930,WED,0,1204
7/17/2010,2010,100708063,114,SAT,1,1204
7/20/2013,2013,130707118,56,SAT,1,1204
11/20/2011,2011,111108312,1840,SUN,1,1204
7/1/2012,2012,120700658,1240,SUN,1,1204
11/16/2010,2010,101109773,1250,TUE,0,1204
6/12/2011,2011,110602411,759,SUN,1,1204
5/23/2010,2010,100508587,0,SUN,1,1204
1/5/2010,2010,100105461,1544,TUE,0,1204
5/7/2011,2011,110500546,1833,SAT,1,1204
5/15/2014,2014,140504224,0,THU,0,1204
7/7/2010,2010,100706894,430,WED,0,1204
5/10/2012,2012,120502096,2145,THU,0,1204
12/25/2013,2013,131211785,1730,WED,0,1205
7/1/2013,2013,130700266,1905,MON,0,1205
2/26/2011,2011,110210525,1715,SAT,1,1205
10/31/2010,2010,101011112,159,SUN,1,1205
2/19/2011,2011,110210022,2344,SAT,1,1205
10/31/2010,2010,101011072,1554,SUN,1,1205
9/10/2011,2011,110901591,1550,SAT,1,1205
10/23/2011,2011,111005606,1735,SUN,1,1205
10/25/2013,2013,131009101,2124,FRI,1,1205
4/4/2014,2014,140400750,1856,FRI,1,1205
5/23/2010,2010,100508402,2135,SUN,1,1205
7/4/2014,2014,140701270,1629,FRI,0,1205
11/4/2012,2012,121101139,153,SUN,1,1205
9/13/2013,2013,130903783,113,FRI,0,1205
3/2/2010,2010,100302015,1902,TUE,0,1205
11/17/2011,2011,111106209,1745,THU,0,1205
2/17/2010,2010,100208195,815,WED,0,1205
4/6/2013,2013,130401082,156,SAT,1,1205
4/5/2013,2013,130400833,2326,FRI,1,1205
6/4/2010,2010,100605845,2118,FRI,1,1205
12/17/2010,2010,101212210,2127,FRI,1,1205
2/22/2013,2013,130207451,202,FRI,0,1205
1/29/2011,2011,110111938,227,SAT,1,1205
5/4/2012,2012,120500836,2049,FRI,1,1205
10/18/2014,2014,141004849,15,SAT,1,1205
11/23/2012,2012,121107059,230,FRI,0,1205
5/2/2013,2013,130500625,2315,THU,0,1205
11/25/2012,2012,121109293,214,SUN,1,1205
1/20/2011,2011,110111431,115,THU,0,1205
3/27/2010,2010,100307186,620,SAT,1,1205
2/20/2012,2012,120204244,214,MON,1,1205
6/11/2010,2010,100604157,0,FRI,0,1206
11/2/2011,2011,111103645,1855,WED,0,1206
8/4/2011,2011,110803902,1025,THU,0,1206
3/15/2014,2014,140303659,105,SAT,1,1206
5/4/2014,2014,140500333,150,SUN,1,1207
4/15/2011,2011,110406978,1932,FRI,1,1207
11/30/2014,2014,141111958,0,SUN,1,1207
3/5/2011,2011,110300485,140,SAT,1,1207
9/1/2014,2014,140900088,200,MON,1,1207
9/20/2012,2012,120904954,1941,THU,0,1207
1/22/2011,2011,110107521,225,SAT,1,1207
1/30/2010,2010,100108999,2035,SAT,1,1207
8/5/2013,2013,130800474,347,MON,1,1207
4/14/2012,2012,120406931,1844,SAT,1,1208
7/18/2013,2013,130709417,1707,THU,0,1208
9/30/2010,2010,100909099,1716,THU,0,1208
7/18/2013,2013,130709858,1700,THU,0,1208
1/29/2010,2010,100109183,1741,FRI,0,1208
3/28/2014,2014,140307258,2010,FRI,1,1209
11/20/2012,2012,121112151,2108,TUE,0,1209
2/16/2014,2014,140204461,151,SUN,1,1209
12/21/2010,2010,101213222,220,TUE,0,1209
8/11/2012,2012,120806846,1236,SAT,1,1209
8/11/2012,2012,120806847,1236,SAT,1,1209
7/10/2010,2010,100706928,1729,SAT,1,1209
5/19/2012,2012,120509097,2226,SAT,1,1209
1/2/2010,2010,100105454,2243,SAT,1,1209
2/2/2014,2014,140200152,235,SUN,1,1209
12/21/2013,2013,131215649,123,SAT,1,1209
7/3/2013,2013,130709067,1725,WED,0,1209
11/1/2012,2012,121110527,2046,THU,0,1209
12/24/2013,2013,131215652,2245,TUE,0,1209
5/27/2013,2013,130509517,2318,MON,0,1209
8/3/2013,2013,130808128,53,SAT,1,1209
9/12/2010,2010,100907310,1821,SUN,1,1209
9/22/2010,2010,100907790,1745,WED,0,1209
3/6/2011,2011,110307172,301,SUN,1,1209
2/17/2013,2013,130211324,130,SUN,1,1210
1/1/2013,2013,130106934,636,TUE,0,1210
8/6/2011,2011,110807453,110,SAT,1,1210
10/8/2011,2011,111008716,935,SAT,1,1210
8/1/2010,2010,100806047,236,SUN,1,1210
8/20/2014,2014,140804548,1831,WED,0,1210
9/16/2010,2010,100906862,1929,THU,0,1210
12/29/2013,2013,131213135,1926,SUN,1,1210
2/4/2011,2011,110209180,240,FRI,0,1210
7/14/2013,2013,130709357,300,SUN,1,1210
2/5/2012,2012,120208849,2126,SUN,1,1210
10/14/2011,2011,111008713,139,FRI,0,1210
11/23/2011,2011,111112419,1730,WED,0,1210
11/19/2013,2013,131107009,1735,TUE,0,1210
11/20/2014,2014,141107912,1632,THU,0,1210
12/19/2011,2011,111211334,658,MON,0,1210
6/20/2011,2011,110609457,1914,MON,0,1210
12/7/2013,2013,131213291,109,SAT,1,1210
7/29/2011,2011,110709600,1335,FRI,0,1210
12/22/2010,2010,101207092,1334,WED,0,1211
8/28/2011,2011,110807754,250,SUN,1,1211
6/19/2010,2010,100608899,5,SAT,1,1212
5/16/2012,2012,120507105,1858,WED,0,1212
7/3/2012,2012,120700639,2238,TUE,0,1214
2/10/2012,2012,120208764,450,FRI,0,1215
9/6/2014,2014,140910610,1724,SAT,1,1215
1/17/2012,2012,120106829,2015,TUE,0,1215
12/13/2014,2014,141203767,2255,SAT,1,1215
4/21/2010,2010,100406639,1714,WED,0,1219
6/30/2012,2012,120610440,240,SAT,1,1219
3/25/2013,2013,130307396,130,MON,1,1219
6/10/2012,2012,120606099,334,SUN,1,1219
9/24/2011,2011,110907618,1330,SAT,1,1219
7/16/2010,2010,100708496,100,FRI,0,1219
6/5/2011,2011,110601053,1343,SUN,1,1219
8/5/2011,2011,110801096,2145,FRI,1,1219
9/16/2012,2012,120904266,215,SUN,1,1219
6/30/2012,2012,120609921,242,SAT,1,1219
1/20/2012,2012,120104797,330,FRI,0,1219
8/7/2011,2011,110809682,215,SUN,1,1221
3/7/2012,2012,120308706,2358,WED,0,1222
8/15/2013,2013,130804519,1947,THU,0,1223
3/17/2011,2011,110309747,1627,THU,0,1225
7/18/2010,2010,100710240,2055,SUN,1,1225
7/21/2012,2012,120706876,345,SAT,1,1225
12/2/2012,2012,121202694,145,SUN,1,1225
6/17/2011,2011,110610646,2244,FRI,1,1226
11/6/2010,2010,101112507,1820,SAT,1,1226
11/24/2013,2013,131112470,2125,SUN,1,1227
8/24/2014,2014,140810021,736,SUN,1,1227
6/14/2014,2014,140603917,345,SAT,1,1228
5/29/2014,2014,140507310,2000,THU,0,1229
10/22/2013,2013,131006087,1730,TUE,0,1229
9/3/2012,2012,120900325,2330,MON,0,1230
5/9/2010,2010,100501065,35,SUN,1,1230
4/19/2014,2014,140404366,445,SAT,1,1230
4/9/2011,2011,110401479,2035,SAT,1,1231
9/28/2014,2014,140908203,15,SUN,1,1232
9/10/2010,2010,100901305,758,FRI,0,1232
7/16/2011,2011,110704090,835,SAT,1,1233
10/25/2014,2014,141010107,410,SAT,1,1233
7/17/2013,2013,130704058,1920,WED,0,1233
5/31/2014,2014,140507307,330,SAT,1,1233
7/29/2011,2011,110705779,500,FRI,0,1233
7/5/2012,2012,120701726,21,THU,0,1233
7/6/2013,2013,130700788,2315,SAT,1,1234
5/5/2010,2010,100500423,2340,WED,0,1234
10/13/2013,2013,131002588,10,SUN,1,1234
7/30/2010,2010,100706475,1612,FRI,0,1235
4/30/2010,2010,100405836,1705,FRI,0,1235
1/20/2013,2013,130104048,258,SUN,1,1235
12/7/2011,2011,111202511,850,WED,0,1235
3/17/2012,2012,120304524,2,SAT,1,1235
2/13/2010,2010,100209857,253,SAT,1,1235
4/10/2011,2011,110406480,254,SUN,1,1235
12/10/2011,2011,111202871,230,SAT,1,1235
2/14/2012,2012,120202827,158,TUE,0,1235
8/31/2013,2013,130808951,1825,SAT,1,1235
8/9/2013,2013,130802958,2327,FRI,1,1235
5/17/2011,2011,110503331,2008,TUE,0,1235
1/24/2014,2014,140108840,2222,FRI,1,1235
4/29/2014,2014,140406862,1842,TUE,0,1235
7/2/2014,2014,140700874,2334,WED,0,1235
4/13/2013,2013,130403008,2044,SAT,1,1235
3/2/2010,2010,100304815,123,TUE,0,1235
2/4/2013,2013,130200426,9,MON,1,1235
10/9/2010,2010,101001191,318,SAT,1,1235
7/22/2012,2012,120705176,345,SUN,1,1235
10/13/2012,2012,121003088,2027,SAT,1,1235
4/4/2012,2012,120400374,1549,WED,0,1235
2/4/2012,2012,120200574,315,SAT,1,1235
4/23/2011,2011,110404663,255,SAT,1,1235
6/10/2012,2012,120602584,150,SUN,1,1235
11/21/2014,2014,141107934,415,FRI,0,1235
7/20/2014,2014,140704861,2132,SUN,1,1235
9/24/2011,2011,110905160,430,SAT,1,1235
7/5/2012,2012,120700595,237,THU,0,1235
2/9/2014,2014,140202234,2317,SUN,1,1235
7/8/2012,2012,120701187,1853,SUN,1,1235
2/25/2014,2014,140208369,2345,TUE,0,1235
12/7/2013,2013,131202430,38,SAT,1,1235
6/2/2014,2014,140600309,2350,MON,0,1235
12/7/2014,2014,141202212,108,SUN,1,1235
1/6/2013,2013,130101938,545,SUN,1,1235
2/5/2010,2010,100200524,337,FRI,0,1235
1/13/2013,2013,130102716,2255,SUN,1,1235
12/31/2011,2011,111209475,1125,SAT,1,1235
1/23/2010,2010,100104096,2245,SAT,1,1235
2/13/2010,2010,100202472,757,SAT,1,1235
12/20/2014,2014,141206708,1800,SAT,1,1235
1/7/2010,2010,100100870,1759,THU,0,1235
10/21/2012,2012,121005216,230,SUN,1,1235
5/26/2014,2014,140505861,310,MON,1,1235
4/10/2012,2012,120403425,200,TUE,0,1235
7/12/2012,2012,120703883,215,THU,0,1235
3/30/2010,2010,100304482,250,TUE,0,1236
4/16/2013,2013,130402758,38,TUE,0,1236
11/23/2013,2013,131109646,2155,SAT,1,1236
5/14/2014,2014,140502394,425,WED,0,1236
6/21/2014,2014,140606061,302,SAT,1,1236
3/2/2010,2010,100300511,1028,TUE,0,1236
3/2/2010,2010,100300171,1027,TUE,0,1236
10/12/2012,2012,121002827,6,FRI,0,1236
9/7/2010,2010,100902014,2030,TUE,0,1236
5/28/2014,2014,140506765,2142,WED,0,1236
1/1/2013,2013,130100158,122,TUE,0,1237
7/8/2014,2014,140701448,20,TUE,0,1237
12/19/2010,2010,101208037,330,SUN,1,1238
8/4/2012,2012,120802478,1720,SAT,1,1238
10/5/2011,2011,111001073,1936,WED,0,1239
9/3/2011,2011,110900552,1044,SAT,1,1239
3/8/2014,2014,140302693,2133,SAT,1,1239
9/30/2010,2010,100908551,744,THU,0,1239
5/17/2013,2013,130503674,1820,FRI,1,1239
10/13/2012,2012,121002580,345,SAT,1,1240
2/2/2013,2013,130201013,30,SAT,1,1240
8/20/2011,2011,110804237,2130,SAT,1,1240
6/11/2014,2014,140602348,2339,WED,0,1241
7/5/2014,2014,140700814,325,SAT,1,1242
11/6/2011,2011,111102055,1632,SUN,1,1243
11/28/2014,2014,141113151,1726,FRI,0,1243
7/2/2011,2011,110701718,1600,SAT,1,1243
12/26/2013,2013,131211135,1645,THU,0,1243
1/7/2012,2012,120100983,342,SAT,1,1243
12/11/2011,2011,111207671,1639,SUN,1,1243
7/20/2014,2014,140704816,1915,SUN,1,1245
7/1/2012,2012,120701136,1800,SUN,1,1247
1/18/2013,2013,130106057,2316,FRI,1,1248
9/25/2011,2011,110904707,151,SUN,1,1249
12/11/2013,2013,131203505,1800,WED,0,1250
4/30/2010,2010,100407729,2011,FRI,1,1250
11/24/2013,2013,131109171,2124,SUN,1,1250
6/13/2013,2013,130603300,202,THU,0,1250
6/1/2013,2013,130600160,2220,SAT,1,1250
8/8/2010,2010,100806350,2059,SUN,1,1250
7/25/2010,2010,100708655,2049,SUN,1,1250
7/23/2011,2011,110709269,314,SAT,1,1250
2/6/2011,2011,110208318,141,SUN,1,1250
4/14/2011,2011,110407056,2020,THU,0,1250
9/17/2011,2011,110908168,1401,SAT,1,1250
5/18/2012,2012,120509117,217,FRI,0,1250
6/30/2011,2011,110609634,1537,THU,0,1250
7/10/2011,2011,110707940,326,SUN,1,1250
12/8/2014,2014,141204771,2043,MON,0,1250
9/1/2012,2012,120900184,2019,SAT,1,1250
11/7/2010,2010,101101082,200,SUN,1,1250
7/27/2014,2014,140706408,2057,SUN,1,1250
6/28/2013,2013,130609532,2142,FRI,1,1251
5/8/2011,2011,110507184,847,SUN,1,1251
1/12/2012,2012,120109584,1014,THU,0,1251
8/1/2014,2014,140800082,0,FRI,0,1251
8/30/2014,2014,140807278,130,SAT,1,1251
4/7/2014,2014,140401519,2245,MON,0,1251
3/14/2014,2014,140303914,2341,FRI,1,1251
4/17/2014,2014,140404940,1740,THU,0,1251
11/13/2011,2011,111111379,2312,SUN,1,1251
2/2/2013,2013,130202247,24,SAT,1,1251
7/29/2011,2011,110709300,1442,FRI,0,1251
11/30/2014,2014,141112908,1713,SUN,1,1251
1/15/2012,2012,120111016,0,SUN,1,1251
7/9/2011,2011,110707946,1913,SAT,1,1251
2/19/2012,2012,120208824,259,SUN,1,1251
5/19/2013,2013,130503892,105,SUN,1,1251
1/4/2014,2014,140112514,1607,SAT,1,1251
3/15/2010,2010,100303704,20,MON,1,1251
2/16/2014,2014,140205258,122,SUN,1,1251
3/22/2013,2013,130306035,1731,FRI,0,1251
11/28/2010,2010,101112427,136,SUN,1,1251
8/31/2012,2012,120806828,1008,FRI,0,1251
7/2/2013,2013,130700256,251,TUE,0,1251
11/11/2011,2011,111111736,1602,FRI,0,1251
1/7/2014,2014,140101393,2328,TUE,0,1251
6/2/2011,2011,110605917,2304,THU,0,1251
7/1/2013,2013,130702619,541,MON,1,1251
7/6/2013,2013,130701156,2145,SAT,1,1251
1/1/2011,2011,110106697,455,SAT,1,1251
12/17/2011,2011,111211086,2205,SAT,1,1251
4/16/2013,2013,130403049,1555,TUE,0,1251
